question_id,question,choices,correct_answer,rationale,difficulty
2f0a43b2,"ID: 2f0a43b2
If 
, what is the value of 
?
ID: 2f0a43b2 Answer",[],,"The correct answer is 
. Since the number  can also be written as 
, the given equation can also be written as 
.
This equation is equivalent to 
. Therefore, the value of 
 is 
. Note that 1/5 and .2 are examples of ways to enter a
correct answer.
Alternate approach: Multiplying both sides of the equation 
 by  yields 
. Substituting 
 for  into the
expression 
 yields 
, or 
. 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
ebf8d2b7,"ID: ebf8d2b7
A machine makes large boxes or small boxes, one at a time, for a total of 
 minutes each day. It takes the machine 
minutes to make a large box or  minutes to make a small box. Which equation represents the possible number of large
boxes, , and small boxes, , the machine can make each day?","['A.', 'B.', 'C.', 'D. \nID: ebf8d2b7 Answer']",B,"Choice B is correct. It’s given that it takes the machine 
 minutes to make a large box. It's also given that  represents the
possible number of large boxes the machine can make each day. Multiplying 
 by  gives 
, which represents the
amount of time spent making large boxes. It’s given that it takes the machine  minutes to make a small box. It's also given
that  represents the possible number of small boxes the machine can make each day. Multiplying  by  gives 
, which
represents the amount of time spent making small boxes. Combining the amount of time spent making  large boxes and 
small boxes yields 
. It’s given that the machine makes boxes for a total of 
 minutes each day. Therefore
 represents the possible number of large boxes, , and small boxes, , the machine can make each day.
Choice A is incorrect and may result from associating the time of 
 minutes with small, rather than large, boxes and the
time of  minutes with large, rather than small, boxes.
Choice C is incorrect and may result from conceptual errors. Choice D is incorrect and may result from conceptual errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
997bec28,"ID: 997bec28
The perimeter of an isosceles triangle is 
 inches. Each of the two congruent sides of the triangle has a length of 
inches. What is the length, in inches, of the third side?
ID: 997bec28 Answer",[],35,"The correct answer is 
. It’s given that the perimeter of an isosceles triangle is 
 inches and that each of the two
congruent sides has a length of 
 inches. The perimeter of a triangle is the sum of the lengths of its three sides. The
equation 
 can be used to represent this situation, where  is the length, in inches, of the third side.
Combining like terms on the left-hand side of this equation yields 
. Subtracting 
 from both sides of this
equation yields 
. Therefore, the length, in inches, of the third side is 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
12ee1edc,"ID: 12ee1edc
In the given equation, b is a constant. If the equation has no
solution, what is the value of b ?","['A. 2', 'B. 4', 'C. 6', 'D. 10\nID: 12ee1edc Answer']",A,"Choice A is correct. This equation has no solution when there is no value of x that produces a true statement. Solving the
given equation for x by dividing both sides by 
 gives 
. When 
, the right-hand side of this
equation will be undeﬁned, and the equation will have no solution. Therefore, when 
, there is no value of x that satisﬁes
the given equation.
Choices B, C, and D are incorrect. Substituting 4, 6, and 10 for b in the given equation yields exactly one solution, rather than
no solution, for x. For example, substituting 4 for b in the given equation yields 
, or 
. Dividing both sides of
 by 2 yields 
. Similarly, if 
 or 
, 
 and 
, respectively.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
c6b151d4,"ID: c6b151d4
A total of 
 paper straws of equal length were used to construct two types of polygons: triangles and rectangles. The
triangles and rectangles were constructed so that no two polygons had a common side. The equation 
represents this situation, where  is the number of triangles constructed and  is the number of rectangles constructed.
What is the best interpretation of 
 in this context?","['A. If \n triangles were constructed, then \n rectangles were constructed.', 'B. If \n triangles were constructed, then \n paper straws were used.', 'C. If \n triangles were constructed, then \n rectangles were constructed.', 'D. If \n triangles were constructed, then \n paper straws were used.\nID: c6b151d4 Answer']",A,"Choice A is correct. It's given that 
 paper straws of equal length were used to construct triangles and rectangles, where
no two polygons had a common side. It's also given that the equation 
 represents this situation, where  is
the number of triangles constructed and  is the number of rectangles constructed. The equation 
 means
that if 
, then 
. Substituting 
 for  and 
 for  in 
 yields 
, or 
, which is true. Therefore, in this context, the equation 
 means that if 
 triangles were
constructed, then 
 rectangles were constructed. 
Choice B is incorrect and may result from conceptual errors. Choice C is incorrect and may result from conceptual errors.
Choice D is incorrect and may result from conceptual errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
0d391910,"ID: 0d391910
The function  is deﬁned by 
. For what value of  does 
?
ID: 0d391910 Answer",[],2,"The correct answer is . Substituting  for 
 in the given equation yields 
. Dividing the left- and right-hand sides
of this equation by  yields 
. Therefore, the value of  is  when 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
ee439cff,"ID: ee439cff
On a car trip, Rhett and Jessica each drove for part of the trip, and the total distance they drove was under 
 miles. Rhett
drove at an average speed of 
, and Jessica drove at an average speed of 
. Which of the
following inequalities represents this situation, where  is the number of hours Rhett drove and  is the number of hours
Jessica drove?","['A.', 'B.', 'C.', 'D. \nID: ee439cff Answer']",B,"Choice B is correct. It’s given that Rhett drove at an average speed of 
 miles per hour and that he drove for  hours.
Multiplying 
 miles per hour by  hours yields 
 miles, or the distance that Rhett drove. It’s also given that Jessica drove
at an average speed of 
 miles per hour and that she drove for  hours. Multiplying 
 miles per hour by  hours yields 
miles, or the distance that Jessica drove. The total distance, in miles, that Rhett and Jessica drove can be represented by the
expression 
. It’s given that the total distance they drove was under 
 miles. Therefore, the inequality
 represents this situation.
Choice A is incorrect. This inequality represents a situation in which the total distance Rhett and Jessica drove was over,
rather than under, 
 miles.
Choice C is incorrect. This inequality represents a situation in which Rhett drove at an average speed of 
, rather than 
,
miles per hour, Jessica drove at an average speed of 
, rather than 
, miles per hour, and the total distance they drove was
over, rather than under, 
 miles.
Choice D is incorrect. This inequality represents a situation in which Rhett drove at an average speed of 
, rather than 
,
miles per hour, and Jessica drove at an average speed of 
, rather than 
, miles per hour.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
8c98c834,"ID: 8c98c834
The equation 
 models the relationship between the number of different
pieces of music a certain pianist practices, y, during an x-minute practice session.
How many pieces did the pianist practice if the session lasted 30 minutes?","['A. 1', 'B. 3', 'C. 10', 'D. 30\nID: 8c98c834 Answer']",B,"Choice B is correct. It’s given that the equation 
 models the relationship between the number of different pieces of
music a certain pianist practices, y, and the number of minutes in a practice session, x. Since it’s given that the session
lasted 30 minutes, the number of pieces the pianist practiced can be found by substituting 30 for x in the given equation,
which yields 
, or 
.
Choices A and C are incorrect and may result from misinterpreting the values in the equation. Choice D is incorrect. This is
the given value of x, not the value of y.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
563407e5,"ID: 563407e5
A bakery sells trays of cookies. Each tray contains at least 50 cookies but no more
than 60. Which of the following could be the total number of cookies on 4 trays of
cookies?","['A. 165', 'B. 205', 'C. 245', 'D. 285\nID: 563407e5 Answer']",B,"Choice B is correct. If each tray contains the least number of cookies possible, 50 cookies, then the least number of cookies
possible on 4 trays is 50 × 4 = 200 cookies. If each tray contains the greatest number of cookies possible, 60 cookies, then
the greatest number of cookies possible on 4 trays is 60 × 4 = 240 cookies. If the least number of cookies on 4 trays is 200
and the greatest number of cookies is 240, then 205 could be the total number of cookies on these 4 trays of cookies
because 
.
Choices A, C, and D are incorrect. The least number of cookies on 4 trays is 200 cookies, and the greatest number of cookies
on 4 trays is 240 cookies. The choices 165, 245, and 285 are each either less than 200 or greater than 240; therefore, they
cannot represent the total number of cookies on 4 trays. 
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
25e1cfed,"ID: 25e1cfed
How many solutions does the equation 
 have?","['A. Exactly one', 'B. Exactly two', 'C. Inﬁnitely many', 'D. Zero\nID: 25e1cfed Answer']",C,"Choice C is correct. Applying the distributive property to each side of the given equation yields 
.
Applying the commutative property of addition to the right-hand side of this equation yields 
.
Since the two sides of the equation are equivalent, this equation is true for any value of . Therefore, the given equation has
inﬁnitely many solutions.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
317e80f9,"ID: 317e80f9
 
 What is the solution 
 to the given system of equations?","['A.', 'B.', 'C.', 'D. \nID: 317e80f9 Answer']",A,"Choice A is correct. The second equation in the given system deﬁnes the value of  as 
. Substituting 
 for  into the ﬁrst
equation yields 
 or 
. Dividing each side of this equation by  yields 
. Substituting  for  in the
second equation yields 
 or 
. Therefore, the solution 
 to the given system of equations is 
. 
Choice B is incorrect. Substituting 
 for  and  for  in the second equation yields 
, which is not true.
Therefore, 
 is not a solution to the given system of equations.
Choice C is incorrect. Substituting 
 for  and  for  in the second equation yields 
, which is not true.
Therefore, 
 is not a solution to the given system of equations.
Choice D is incorrect. Substituting 
 for  and  for  in the second equation yields 
, which is not true.
Therefore, 
 is not a solution to the given system of equations.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
3f5375d9,"ID: 3f5375d9
The line graphed in the xy-plane below models the total cost, in dollars, for a cab ride, y, in a certain city during nonpeak
hours based on the number of miles traveled, x.
According to the graph, what is the cost for each additional mile traveled, in dollars,
of a cab ride?","['A. $2.00', 'B. $2.60', 'C. $3.00', 'D. $5.00\nID: 3f5375d9 Answer']",A,"Choice A is correct. The cost of each additional mile traveled is represented by the slope of the given line. The slope of the
line can be calculated by identifying two points on the line and then calculating the ratio of the change in y to the change in x
between the two points. Using the points 
 and 
, the slope is equal to 
, or 2. Therefore, the cost for each
additional mile traveled of the cab ride is $2.00.
Choice B is incorrect and may result from calculating the slope of the line that passes through the points 
 and 
.
However, 
 does not lie on the line shown. Choice C is incorrect. This is the y-coordinate of the y-intercept of the graph
and represents the ﬂat fee for a cab ride before the charge for any miles traveled is added. Choice D is incorrect. This value
represents the total cost of a 1-mile cab ride.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
541bef2f,"ID: 541bef2f
 
 Which point 
 is a solution to the given system of inequalities in the xy-plane?","['A.', 'B.', 'C.', 'D. \nID: 541bef2f Answer']",D,"Choice D is correct. A point 
 is a solution to a system of inequalities in the xy-plane if substituting the x-coordinate and
the y-coordinate of the point for  and , respectively, in each inequality makes both of the inequalities true. Substituting the
x-coordinate and the y-coordinate of choice D, 
 and , for  and , respectively, in the ﬁrst inequality in the given system,
, yields 
, or 
, which is true. Substituting 
 for  and  for  in the second inequality in the
given system, 
, yields 
, or 
, which is true. Therefore, the point 
 is a solution
to the given system of inequalities in the xy-plane.
Choice A is incorrect. Substituting 
 for  and  for  in the inequality 
 yields 
, or 
, which
is not true.
Choice B is incorrect. Substituting  for  and 
 for  in the inequality 
 yields 
, or 
, which is not true.
Choice C is incorrect. Substituting  for  and 
 for  in the inequality 
 yields 
, or 
, which is
not true.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
620fe971,"ID: 620fe971
A team of workers has been moving cargo off of a ship. The equation below models the approximate number of tons of
cargo, y, that remains to be moved x hours after the team started working.
The graph of this equation in the xy-plane is a line. What is the best interpretation
of the x-intercept in this context?","['A. The team will have moved all the cargo in about 4.8 hours.', 'B. The team has been moving about 4.8 tons of cargo per hour.', 'C. The team has been moving about 25 tons of cargo per hour.', 'D. The team started with 120 tons of cargo to move.\nID: 620fe971 Answer']",A,"Choice A is correct. The x-intercept of the line with equation y = 120 – 25x can be found by substituting 0 for y and ﬁnding
the value of x. When y = 0, x = 4.8, so the x-intercept is at (4.8, 0). Since y represents the number of tons of cargo remaining
to be moved x hours after the team started working, it follows that the x-intercept refers to the team having no cargo
remaining to be moved after 4.8 hours. In other words, the team will have moved all of the cargo after about 4.8 hours.
Choice B is incorrect and may result from incorrectly interpreting the value 4.8. Choices C and D are incorrect and may result
from misunderstanding the x-intercept. These statements are accurate but not directly relevant to the x-intercept.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
6a87902f,"ID: 6a87902f
 
 At how many points do the graphs of the given equations intersect in the xy-plane?","['A. Zero', 'B. Exactly one', 'C. Exactly two', 'D. Inﬁnitely many\nID: 6a87902f Answer']",A,"Choice A is correct. A system of two linear equations in two variables,  and , has zero points of intersection if the lines
represented by the equations in the xy-plane are distinct and parallel. The graphs of two lines in the xy-plane represented by
equations in slope-intercept form, 
, are distinct if the y-coordinates of their y-intercepts, , are different and are
parallel if their slopes, 
, are the same. For the two equations in the given system, 
 and 
, the
values of  are 
 and 
, respectively, and the values of 
 are both . Since the values of  are different, the graphs of
these lines have different y-coordinates of the y-intercept and are distinct. Since the values of 
 are the same, the graphs of
these lines have the same slope and are parallel. Therefore, the graphs of the given equations are lines that intersect at zero
points in the xy-plane.
Choice B is incorrect. The graphs of a system of two linear equations have exactly one point of intersection if the lines
represented by the equations have different slopes. Since the given equations represent lines with the same slope, there is
not exactly one intersection point.
Choice C is incorrect. The graphs of a system of two linear equations can never have exactly two intersection points.
Choice D is incorrect. The graphs of a system of two linear equations have inﬁnitely many intersection points when the lines
represented by the equations have the same slope and the same y-coordinate of the y-intercept. Since the given equations
represent lines with different y-coordinates of their y-intercepts, there are not inﬁnitely many intersection points.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
b2845d88,"ID: b2845d88
Which of the following is an equation of the graph
shown in the xy-plane above?","['A.', 'B.', 'C.', 'D. \nID: b2845d88 Answer']",A,"Choice A is correct. The slope of the line can be found by choosing any two points on the line, such as (4, –2) and (0, –1).
Subtracting the y-values results in –2 – (–1) = –1, the change in y. Subtracting the x-values results in 4 – 0 = 4, the change in
x. Dividing the change in y by the change in x yields 
, the slope. The line intersects the y-axis at (0, –1), so –1
is the y-coordinate of the y-intercept. This information can be expressed in slope-intercept form as the equation
.
Choice B is incorrect and may result from incorrectly calculating the slope and then misidentifying the slope as the y-
intercept. Choice C is incorrect and may result from misidentifying the slope as the y-intercept. Choice D is incorrect and
may result from incorrectly calculating the slope.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
f75bd744,"ID: f75bd744
 
In the given system of equations,  is a constant. If the system has no solution, what is the value of ?
ID: f75bd744 Answer",[],8,"The correct answer is . The given system of equations can be solved using the elimination method. Multiplying both sides
of the second equation in the given system by 
 yields 
, or 
. Adding this equation to
the ﬁrst equation in the given system, 
, yields 
, or
. Subtracting 
 from both sides of this equation yields
, or 
. If the given system has no solution, then
the equation 
 has no solution. If this equation has no solution, the coeﬃcients of  on each side of
the equation, 
 and 
, must be equal, which yields the equation 
. Dividing both sides of this equation by
 yields 
. Thus, if the system has no solution, the value of  is .
Alternate approach: A system of two linear equations in two variables,  and , has no solution if the lines represented by the
equations in the xy-plane are parallel and distinct. Lines represented by equations in the form 
, where 
, 
,
and 
 are constant terms, are parallel if the ratio of the x-coeﬃcients is equal to the ratio of the y-coeﬃcients, and distinct if
the ratio of the x-coeﬃcients are not equal to the ratio of the constant terms. Subtracting 
 from both sides of the ﬁrst
equation in the given system yields 
, or 
. Subtracting 
 from
both sides of the second equation in the given system yields 
, or 
. The
ratio of the x-coeﬃcients for these equations is 
, or 
. The ratio of the y-coeﬃcients for these equations is 
. The
ratio of the constant terms for these equations is 
, or 
. Since the ratio of the x-coeﬃcients, 
, is not equal to the ratio
of the constants, 
, the lines represented by the equations are distinct. Setting the ratio of the x-coeﬃcients equal to the
ratio of the y-coeﬃcients yields 
. Multiplying both sides of this equation by 
 yields
, or 
. Therefore, when 
, the lines represented by these equations are parallel.
Thus, if the system has no solution, the value of  is .
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
b450ab03,"ID: b450ab03
An employee at a restaurant prepares sandwiches and salads. It takes the employee 
 minutes to prepare a sandwich and
 minutes to prepare a salad. The employee spends a total of 
 minutes preparing  sandwiches and  salads. Which
equation represents this situation?","['A.', 'B.', 'C.', 'D. \nID: b450ab03 Answer']",B,"Choice B is correct. It’s given that the employee takes 
 minutes to prepare a sandwich. Multiplying 
 by the number of
sandwiches, , yields 
, the amount of time the employee spends preparing  sandwiches. It’s also given that the
employee takes 
 minutes to prepare a salad. Multiplying 
 by the number of salads, , yields 
, the amount of time
the employee spends preparing  salads. It follows that the total amount of time, in minutes, the employee spends preparing
 sandwiches and  salads is 
. It's given that the employee spends a total of 
 minutes preparing 
sandwiches and  salads. Thus, the equation 
 represents this situation.
Choice A is incorrect. This equation represents a situation where it takes the employee 
 minutes, rather than 
 minutes,
to prepare a sandwich and 
 minutes, rather than 
 minutes, to prepare a salad.
Choice C is incorrect. This equation represents a situation where it takes the employee  minute, rather than 
 minutes, to
prepare a sandwich and  minute, rather than 
 minutes, to prepare a salad.
Choice D is incorrect. This equation represents a situation where it takes the employee 
 minutes, rather than 
minutes, to prepare a sandwich and 
 minutes, rather than 
 minutes, to prepare a salad.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
b3abf40f,"ID: b3abf40f
The function 
 gives the temperature, in degrees Fahrenheit, that corresponds to a temperature of  kelvins. If a
temperature increased by 
 kelvins, by how much did the temperature increase, in degrees Fahrenheit?","['A.', 'B.', 'C.', 'D. \nID: b3abf40f Answer']",A,"Choice A is correct. It’s given that the function 
 gives the temperature, in degrees Fahrenheit,
that corresponds to a temperature of  kelvins. A temperature that increased by 
 kelvins means that the value of 
increased by 
 kelvins. It follows that an increase in  by 
 increases 
 by 
, or 
. Therefore, if a
temperature increased by 
 kelvins, the temperature increased by 
 degrees Fahrenheit. 
Choice B is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
6ac23de7,"ID: 6ac23de7
 
In the equation above, what is the
value of x ?","['A. 25', 'B. 24', 'C. 16', 'D. 15\nID: 6ac23de7 Answer']",A,"Choice A is correct. Multiplying both sides of the equation by 5 results in 
. Dividing both sides of the resulting
equation by 4 results in 
.
Choice B is incorrect and may result from adding 20 and 4. Choice C is incorrect and may result from dividing 20 by 5 and
then multiplying the result by 4. Choice D is incorrect and may result from subtracting 5 from 20.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
6e6a3241,"ID: 6e6a3241
Which of the following graphs in the xy-plane could be used to
solve the system of equations above?","['A.', 'B.', 'C.', 'D. \nID: 6e6a3241 Answer']",C,"Choice C is correct. The graph of a system of equations is the graph that shows the lines represented by each of the
equations in the system. The x-intercept of the graph of each given equation can be found by substituting 0 for y in each
equation: 
, or 
, and 
, or 
. The y-intercept of the graph of each equation can be found
by substituting 0 for x in each equation: 
, or 
, and 
 or 
. Using these x- and y- intercept
values, the line that has equation 
 passes through the points 
 and 
, and the line that has equation
 passes through the points 
 and 
. Only the lines in choice C pass through these points and can be
used to solve the given system of equations.
Choices A, B, and D are incorrect. In choices A and B, neither line passes through 
 and 
 or 
 and 
. In
choice D, although one line passes through 
 and 
 the other line doesn’t pass through 
 and 
.
 
Question Diﬃculty: Medium",
e6cb2402,"ID: e6cb2402
 In the given equation,  is a constant. The equation has no solution. What is the value of ?
ID: e6cb2402 Answer",[],,"The correct answer is 
. It's given that the equation 
 has no solution. A linear equation in the
form 
, where , , , and  are constants, has no solution only when the coeﬃcients of  on each side of
the equation are equal and the constant terms aren't equal. Dividing both sides of the given equation by  yields
, or 
. Since the coeﬃcients of  on each side of the equation must be equal, it
follows that the value of  is 
. Note that 16/17, .9411, .9412, and 0.941 are examples of ways to enter a correct answer.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
e470e19d,"ID: e470e19d
The function  is deﬁned by 
. What is the x-intercept of the graph of 
 in the xy-plane?","['A.', 'B.', 'C.', 'D. \nID: e470e19d Answer']",D,"Choice D is correct. The given function  is a linear function. Therefore, the graph of 
 in the xy-plane has one x-
intercept at the point 
, where  is a constant. Substituting  for 
 and  for  in the given function yields
. Adding 
 to both sides of this equation yields 
. Dividing both sides of this equation by  yields
. Therefore, the x-intercept of the graph of 
 in the xy-plane is 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
f7e39fe9,"ID: f7e39fe9
The table shows four values of  and their corresponding values of 
. There is a linear relationship between  and 
that is deﬁned by the equation 
, where 
 is a constant. What is the value of 
?
ID: f7e39fe9 Answer",[],11,"The correct answer is 
. It's given that 
 is deﬁned by the equation 
, where 
 is a constant. It's also
given in the table that when 
, 
. Substituting 
 for  and 
 for 
 in the equation 
yields, 
. Adding 
 to both sides of this equation yields 
. Dividing both sides of this equation
by 
 yields 
. Therefore, the value of 
 is 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
aff28230,"ID: aff28230
 
 The solution to the given system of equations is 
. What is the value of ?","['A.', 'B.', 'C.', 'D. \nID: aff28230 Answer']",D,"Choice D is correct. It's given by the ﬁrst equation in the given system of equations that 
. Substituting 
 for  in the
second equation in the given system yields 
, or 
. Therefore, the value of  is 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect. This is the value of , not the value of .
Choice C is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
f5929f7a,"ID: f5929f7a
 
 The solution to the given system of equations is 
. What is the value of ?","['A.', 'B.', 'C.', 'D. \nID: f5929f7a Answer']",C,"Choice C is correct. It's given by the ﬁrst equation in the system that 
. Substituting 
 for  in the second
equation in the system yields 
. Multiplying the left-hand side of this equation by 
 and the right-hand side by 
yields 
. Adding 
 to both sides of this equation yields 
. Multiplying both sides of this equation by
 yields 
.
Choice A is incorrect and may result from conceptual or calculation errors. 
Choice B is incorrect and may result from conceptual or calculation errors. 
Choice D is incorrect and may result from conceptual or calculation errors. 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
6c71f3ec,"ID: 6c71f3ec
A salesperson’s total earnings consist of a base salary of  dollars per year, plus commission earnings of 
 of the total
sales the salesperson makes during the year. This year, the salesperson has a goal for the total earnings to be at least 
times and at most  times the base salary. Which of the following inequalities represents all possible values of total sales ,
in dollars, the salesperson can make this year in order to meet that goal?","['A.', 'B.', 'C.', 'D. \nID: 6c71f3ec Answer']",B,"Choice B is correct. It’s given that a salesperson's total earnings consist of a base salary of  dollars per year plus
commission earnings of 
 of the total sales the salesperson makes during the year. If the salesperson makes  dollars in
total sales this year, the salesperson’s total earnings can be represented by the expression 
. It’s also given that the
salesperson has a goal for the total earnings to be at least  times and at most  times the base salary, which can be
represented by the expressions 
 and 
, respectively. Therefore, this situation can be represented by the inequality
. Subtracting  from each part of this inequality yields 
. Dividing each part of this
inequality by 
 yields 
. Therefore, the inequality 
 represents all possible values
of total sales , in dollars, the salesperson can make this year in order to meet their goal.
Choice A is incorrect. This inequality represents a situation in which the total sales, rather than the total earnings, are at least
 times and at most  times, rather than at least  times and at most  times, the base salary.
Choice C is incorrect. This inequality represents a situation in which the total sales, rather than the total earnings, are at least
 times and at most  times the base salary.
Choice D is incorrect. This inequality represents a situation in which the total earnings are at least  times and at most 
times, rather than at least  times and at most  times, the base salary.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
7392dfc1,"ID: 7392dfc1
Which of the following is
equivalent to 
 ?","['A.', 'B.', 'C.', 'D. \nID: 7392dfc1 Answer']",D,"Choice D is correct. Dividing each side of the original equation by  yields 
, which simpliﬁes to 
.
Choice A is incorrect. Dividing each side of the original equation by  gives 
, which is not equivalent to 
. Choice B is incorrect. Dividing each side of the original equation by   gives 
, which is not equivalent to 
. Choice C is incorrect. Dividing each side of the original equation by  gives 
, which is not equivalent to
. 
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
93954cfa,"ID: 93954cfa
One pound of grapes costs $2. At this rate, how many
dollars will c pounds of grapes cost?","['A.', 'B.', 'C.', 'D. \nID: 93954cfa Answer']",A,"Choice A is correct. If one pound of grapes costs $2, two pounds of grapes will cost 2 times $2, three pounds of grapes will
cost 3 times $2, and so on. Therefore, c pounds of grapes will cost c times $2, which is 2c dollars.
Choice B is incorrect and may result from incorrectly adding instead of multiplying. Choice C is incorrect and may result from
assuming that c pounds cost $2, and then ﬁnding the cost per pound. Choice D is incorrect and could result from incorrectly
assuming that 2 pounds cost $c, and then ﬁnding the cost per pound.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
5cf1bbc9,"ID: 5cf1bbc9
The graph of the function , where 
, gives the total cost , in dollars, for a certain video game system and 
games. What is the best interpretation of the slope of the graph in this context?","['A. Each game costs \n.', 'B. The video game system costs \n.', 'C. The video game system costs \n.', 'D. Each game costs \n.\nID: 5cf1bbc9 Answer']",A,"Choice A is correct. The given graph is a line, and the slope of a line is deﬁned as the change in the value of  for each
increase in the value of  by . It’s given that  represents the total cost, in dollars, and that  represents the number of
games. Therefore, the change in the value of  for each increase in the value of  by  represents the change in total cost, in
dollars, for each increase in the number of games by . In other words, the slope represents the cost, in dollars, per game.
The graph shows that when the value of  increases from  to , the value of  increases from 
 to 
. It follows that the
slope is 
, or the cost per game is 
. Thus, the best interpretation of the slope of the graph is that each game costs 
.
Choice B is incorrect. This is an interpretation of the y-intercept of the graph rather than the slope of the graph.
Choice C is incorrect. The slope of the graph is the cost per game, not the cost of the video game system.
Choice D is incorrect. Each game costs 
, not 
.
Question Diﬃculty: Medium",
